filename,width,height,class,xmin,ymin,xmax,ymax
a--46-_jpg.rf.pzRWSIaYPkK0vOCrhx83.jpg,563,537,Microplastic,30,107,100,178
c--102-_jpg.rf.7FiReZw3J9o4dD8Mo2Oz.jpg,563,537,Microplastic,427,9,464,51
c--102-_jpg.rf.7FiReZw3J9o4dD8Mo2Oz.jpg,563,537,Microplastic,271,157,302,196
c--102-_jpg.rf.7FiReZw3J9o4dD8Mo2Oz.jpg,563,537,Microplastic,152,238,182,267
c--102-_jpg.rf.7FiReZw3J9o4dD8Mo2Oz.jpg,563,537,Microplastic,511,257,559,307
c--102-_jpg.rf.7FiReZw3J9o4dD8Mo2Oz.jpg,563,537,Microplastic,106,524,135,536
c--111-_jpg.rf.BCFfqgXJLzkM9MpKgsH4.jpg,563,537,Microplastic,161,173,182,200
c--111-_jpg.rf.BCFfqgXJLzkM9MpKgsH4.jpg,563,537,Microplastic,0,205,20,228
c--111-_jpg.rf.BCFfqgXJLzkM9MpKgsH4.jpg,563,537,Microplastic,62,214,93,257
c--111-_jpg.rf.BCFfqgXJLzkM9MpKgsH4.jpg,563,537,Microplastic,172,324,265,383
c--111-_jpg.rf.BCFfqgXJLzkM9MpKgsH4.jpg,563,537,Microplastic,0,465,25,505
c--111-_jpg.rf.BCFfqgXJLzkM9MpKgsH4.jpg,563,537,Microplastic,68,502,115,536
b--74-_jpg.rf.A1auRdB0MthTAbUgayMb.jpg,563,537,Microplastic,21,19,46,45
b--74-_jpg.rf.A1auRdB0MthTAbUgayMb.jpg,563,537,Microplastic,65,0,86,8
b--74-_jpg.rf.A1auRdB0MthTAbUgayMb.jpg,563,537,Microplastic,378,39,400,73
b--74-_jpg.rf.A1auRdB0MthTAbUgayMb.jpg,563,537,Microplastic,405,91,445,115
b--74-_jpg.rf.A1auRdB0MthTAbUgayMb.jpg,563,537,Microplastic,231,193,249,206
b--74-_jpg.rf.A1auRdB0MthTAbUgayMb.jpg,563,537,Microplastic,296,187,308,206
b--74-_jpg.rf.A1auRdB0MthTAbUgayMb.jpg,563,537,Microplastic,281,273,306,292
b--74-_jpg.rf.A1auRdB0MthTAbUgayMb.jpg,563,537,Microplastic,204,235,215,250
b--74-_jpg.rf.A1auRdB0MthTAbUgayMb.jpg,563,537,Microplastic,196,269,209,287
b--74-_jpg.rf.A1auRdB0MthTAbUgayMb.jpg,563,537,Microplastic,457,430,485,466
b--74-_jpg.rf.A1auRdB0MthTAbUgayMb.jpg,563,537,Microplastic,297,495,343,530
b--74-_jpg.rf.A1auRdB0MthTAbUgayMb.jpg,563,537,Microplastic,24,476,47,511
b--74-_jpg.rf.A1auRdB0MthTAbUgayMb.jpg,563,537,Microplastic,49,510,69,526
b--74-_jpg.rf.A1auRdB0MthTAbUgayMb.jpg,563,537,Microplastic,22,521,43,536
b--74-_jpg.rf.A1auRdB0MthTAbUgayMb.jpg,563,537,Microplastic,391,469,409,493
b--74-_jpg.rf.A1auRdB0MthTAbUgayMb.jpg,563,537,Microplastic,525,368,542,392
b--74-_jpg.rf.A1auRdB0MthTAbUgayMb.jpg,563,537,Microplastic,227,368,239,384
b--74-_jpg.rf.A1auRdB0MthTAbUgayMb.jpg,563,537,Microplastic,328,320,341,357
b--74-_jpg.rf.A1auRdB0MthTAbUgayMb.jpg,563,537,Microplastic,241,294,253,310
b--74-_jpg.rf.A1auRdB0MthTAbUgayMb.jpg,563,537,Microplastic,255,287,268,306
b--74-_jpg.rf.A1auRdB0MthTAbUgayMb.jpg,563,537,Microplastic,280,297,289,316
b--74-_jpg.rf.A1auRdB0MthTAbUgayMb.jpg,563,537,Microplastic,281,368,292,387
b--74-_jpg.rf.A1auRdB0MthTAbUgayMb.jpg,563,537,Microplastic,446,179,461,190
b--74-_jpg.rf.A1auRdB0MthTAbUgayMb.jpg,563,537,Microplastic,186,108,210,120
a--75-_jpg.rf.yyOpLvnNtcrDhcyWM29S.jpg,563,537,Microplastic,306,77,378,151
a--75-_jpg.rf.yyOpLvnNtcrDhcyWM29S.jpg,563,537,Microplastic,331,208,414,280
a--75-_jpg.rf.yyOpLvnNtcrDhcyWM29S.jpg,563,537,Microplastic,393,294,448,357
a--75-_jpg.rf.yyOpLvnNtcrDhcyWM29S.jpg,563,537,Microplastic,285,322,376,387
a--75-_jpg.rf.yyOpLvnNtcrDhcyWM29S.jpg,563,537,Microplastic,224,504,292,536
d--35-_jpg.rf.1Bn3eWv9mU0YXJfGGMuA.jpg,563,537,Microplastic,0,112,172,266
d--35-_jpg.rf.1Bn3eWv9mU0YXJfGGMuA.jpg,563,537,Microplastic,0,220,54,420
d--35-_jpg.rf.1Bn3eWv9mU0YXJfGGMuA.jpg,563,537,Microplastic,405,184,562,319
b--198-_jpg.rf.Ak7ReauUnPMhnS2Xokkc.jpg,563,537,Microplastic,0,97,27,148
b--198-_jpg.rf.Ak7ReauUnPMhnS2Xokkc.jpg,563,537,Microplastic,187,194,223,235
b--198-_jpg.rf.Ak7ReauUnPMhnS2Xokkc.jpg,563,537,Microplastic,255,260,288,301
b--198-_jpg.rf.Ak7ReauUnPMhnS2Xokkc.jpg,563,537,Microplastic,348,263,377,325
b--198-_jpg.rf.Ak7ReauUnPMhnS2Xokkc.jpg,563,537,Microplastic,124,290,143,319
b--198-_jpg.rf.Ak7ReauUnPMhnS2Xokkc.jpg,563,537,Microplastic,495,327,525,371
b--198-_jpg.rf.Ak7ReauUnPMhnS2Xokkc.jpg,563,537,Microplastic,294,399,373,451
b--198-_jpg.rf.Ak7ReauUnPMhnS2Xokkc.jpg,563,537,Microplastic,107,427,132,455
b--198-_jpg.rf.Ak7ReauUnPMhnS2Xokkc.jpg,563,537,Microplastic,454,454,476,491
b--198-_jpg.rf.Ak7ReauUnPMhnS2Xokkc.jpg,563,537,Microplastic,0,440,13,511
b--198-_jpg.rf.Ak7ReauUnPMhnS2Xokkc.jpg,563,537,Microplastic,330,520,375,536
c--101-_jpg.rf.uuHVjQ3NHVlnUfxyjkJt.jpg,563,537,Microplastic,0,118,34,150
c--101-_jpg.rf.uuHVjQ3NHVlnUfxyjkJt.jpg,563,537,Microplastic,502,117,545,151
c--101-_jpg.rf.uuHVjQ3NHVlnUfxyjkJt.jpg,563,537,Microplastic,286,130,319,165
c--101-_jpg.rf.uuHVjQ3NHVlnUfxyjkJt.jpg,563,537,Microplastic,517,325,562,359
c--101-_jpg.rf.uuHVjQ3NHVlnUfxyjkJt.jpg,563,537,Microplastic,86,530,115,536
b--191-_jpg.rf.uVB4niouasOkPo9lYUzZ.jpg,563,537,Microplastic,74,13,92,33
b--191-_jpg.rf.uVB4niouasOkPo9lYUzZ.jpg,563,537,Microplastic,14,47,40,67
b--191-_jpg.rf.uVB4niouasOkPo9lYUzZ.jpg,563,537,Microplastic,214,132,242,157
b--191-_jpg.rf.uVB4niouasOkPo9lYUzZ.jpg,563,537,Microplastic,72,290,115,311
b--191-_jpg.rf.uVB4niouasOkPo9lYUzZ.jpg,563,537,Microplastic,249,317,287,355
b--191-_jpg.rf.uVB4niouasOkPo9lYUzZ.jpg,563,537,Microplastic,410,340,441,377
b--191-_jpg.rf.uVB4niouasOkPo9lYUzZ.jpg,563,537,Microplastic,92,344,119,387
b--191-_jpg.rf.uVB4niouasOkPo9lYUzZ.jpg,563,537,Microplastic,207,467,244,488
c--66-_jpg.rf.q3qqZKByXMkrVmzqjhYv.jpg,563,537,Microplastic,6,0,43,33
c--66-_jpg.rf.q3qqZKByXMkrVmzqjhYv.jpg,563,537,Microplastic,378,0,405,45
c--66-_jpg.rf.q3qqZKByXMkrVmzqjhYv.jpg,563,537,Microplastic,468,95,513,144
c--66-_jpg.rf.q3qqZKByXMkrVmzqjhYv.jpg,563,537,Microplastic,426,78,457,162
c--66-_jpg.rf.q3qqZKByXMkrVmzqjhYv.jpg,563,537,Microplastic,523,185,552,216
c--66-_jpg.rf.q3qqZKByXMkrVmzqjhYv.jpg,563,537,Microplastic,513,242,546,289
c--66-_jpg.rf.q3qqZKByXMkrVmzqjhYv.jpg,563,537,Microplastic,42,260,103,307
c--66-_jpg.rf.q3qqZKByXMkrVmzqjhYv.jpg,563,537,Microplastic,321,283,355,310
c--66-_jpg.rf.q3qqZKByXMkrVmzqjhYv.jpg,563,537,Microplastic,0,300,15,345
c--66-_jpg.rf.q3qqZKByXMkrVmzqjhYv.jpg,563,537,Microplastic,151,419,185,443
c--66-_jpg.rf.q3qqZKByXMkrVmzqjhYv.jpg,563,537,Microplastic,477,434,510,474
c--66-_jpg.rf.q3qqZKByXMkrVmzqjhYv.jpg,563,537,Microplastic,410,485,444,521
c--66-_jpg.rf.q3qqZKByXMkrVmzqjhYv.jpg,563,537,Microplastic,30,488,103,536
c--103-_jpg.rf.acyb394E5V0oSmVoTY4V.jpg,563,537,Microplastic,232,117,290,160
c--103-_jpg.rf.acyb394E5V0oSmVoTY4V.jpg,563,537,Microplastic,332,135,366,178
c--103-_jpg.rf.acyb394E5V0oSmVoTY4V.jpg,563,537,Microplastic,489,145,530,170
c--103-_jpg.rf.acyb394E5V0oSmVoTY4V.jpg,563,537,Microplastic,490,219,517,250
c--103-_jpg.rf.acyb394E5V0oSmVoTY4V.jpg,563,537,Microplastic,196,347,224,372
c--103-_jpg.rf.acyb394E5V0oSmVoTY4V.jpg,563,537,Microplastic,53,505,92,536
c--103-_jpg.rf.acyb394E5V0oSmVoTY4V.jpg,563,537,Microplastic,125,507,160,536
128_jpg.rf.xhk5FuZaU1IscgZTc04x.jpg,563,537,Microplastic,220,41,244,67
128_jpg.rf.xhk5FuZaU1IscgZTc04x.jpg,563,537,Microplastic,96,66,120,93
128_jpg.rf.xhk5FuZaU1IscgZTc04x.jpg,563,537,Microplastic,475,95,499,122
128_jpg.rf.xhk5FuZaU1IscgZTc04x.jpg,563,537,Microplastic,150,99,189,135
128_jpg.rf.xhk5FuZaU1IscgZTc04x.jpg,563,537,Microplastic,91,109,116,127
128_jpg.rf.xhk5FuZaU1IscgZTc04x.jpg,563,537,Microplastic,280,124,309,163
128_jpg.rf.xhk5FuZaU1IscgZTc04x.jpg,563,537,Microplastic,327,150,348,182
128_jpg.rf.xhk5FuZaU1IscgZTc04x.jpg,563,537,Microplastic,405,159,441,179
128_jpg.rf.xhk5FuZaU1IscgZTc04x.jpg,563,537,Microplastic,98,183,114,203
128_jpg.rf.xhk5FuZaU1IscgZTc04x.jpg,563,537,Microplastic,0,195,8,239
128_jpg.rf.xhk5FuZaU1IscgZTc04x.jpg,563,537,Microplastic,442,214,462,239
128_jpg.rf.xhk5FuZaU1IscgZTc04x.jpg,563,537,Microplastic,212,215,248,246
128_jpg.rf.xhk5FuZaU1IscgZTc04x.jpg,563,537,Microplastic,192,236,207,251
128_jpg.rf.xhk5FuZaU1IscgZTc04x.jpg,563,537,Microplastic,382,230,416,261
128_jpg.rf.xhk5FuZaU1IscgZTc04x.jpg,563,537,Microplastic,158,249,170,266
128_jpg.rf.xhk5FuZaU1IscgZTc04x.jpg,563,537,Microplastic,24,277,52,295
128_jpg.rf.xhk5FuZaU1IscgZTc04x.jpg,563,537,Microplastic,430,272,487,312
128_jpg.rf.xhk5FuZaU1IscgZTc04x.jpg,563,537,Microplastic,154,322,187,350
128_jpg.rf.xhk5FuZaU1IscgZTc04x.jpg,563,537,Microplastic,237,334,257,370
128_jpg.rf.xhk5FuZaU1IscgZTc04x.jpg,563,537,Microplastic,459,429,481,466
128_jpg.rf.xhk5FuZaU1IscgZTc04x.jpg,563,537,Microplastic,385,479,429,515
c--8-_jpg.rf.19c0zGRWdf6LHxNoanYA.jpg,563,537,Microplastic,421,124,457,151
c--8-_jpg.rf.19c0zGRWdf6LHxNoanYA.jpg,563,537,Microplastic,176,148,218,182
c--8-_jpg.rf.19c0zGRWdf6LHxNoanYA.jpg,563,537,Microplastic,502,208,524,224
c--8-_jpg.rf.19c0zGRWdf6LHxNoanYA.jpg,563,537,Microplastic,162,217,176,241
c--8-_jpg.rf.19c0zGRWdf6LHxNoanYA.jpg,563,537,Microplastic,148,277,166,298
c--8-_jpg.rf.19c0zGRWdf6LHxNoanYA.jpg,563,537,Microplastic,171,307,192,334
c--8-_jpg.rf.19c0zGRWdf6LHxNoanYA.jpg,563,537,Microplastic,442,353,473,378
c--8-_jpg.rf.19c0zGRWdf6LHxNoanYA.jpg,563,537,Microplastic,363,433,428,499
c--8-_jpg.rf.19c0zGRWdf6LHxNoanYA.jpg,563,537,Microplastic,108,443,155,528
c--8-_jpg.rf.19c0zGRWdf6LHxNoanYA.jpg,563,537,Microplastic,292,0,334,13
a--5-_jpg.rf.fYB6Z1BQK1jYvFxRlqmx.jpg,563,537,Microplastic,261,79,340,159
a--5-_jpg.rf.fYB6Z1BQK1jYvFxRlqmx.jpg,563,537,Microplastic,225,267,309,333
a--5-_jpg.rf.fYB6Z1BQK1jYvFxRlqmx.jpg,563,537,Microplastic,88,504,169,536
a--5-_jpg.rf.fYB6Z1BQK1jYvFxRlqmx.jpg,563,537,Microplastic,0,455,76,515
Screenshot 2026-04-19 at 4-34-26 PM_png.rf.Z7Y9y9X1JhCRXXTBAGnz.png,1500,806,Microplastic,115,474,160,516
Screenshot 2026-04-19 at 4-34-26 PM_png.rf.Z7Y9y9X1JhCRXXTBAGnz.png,1500,806,Microplastic,639,282,664,305
Screenshot 2026-04-19 at 4-34-26 PM_png.rf.Z7Y9y9X1JhCRXXTBAGnz.png,1500,806,Microplastic,214,30,241,55
Screenshot 2026-04-19 at 4-34-26 PM_png.rf.Z7Y9y9X1JhCRXXTBAGnz.png,1500,806,Microplastic,831,525,858,550
Screenshot 2026-04-19 at 4-34-26 PM_png.rf.Z7Y9y9X1JhCRXXTBAGnz.png,1500,806,Microplastic,258,209,286,234
Screenshot 2026-04-19 at 4-34-26 PM_png.rf.Z7Y9y9X1JhCRXXTBAGnz.png,1500,806,Microplastic,343,613,369,639
Screenshot 2026-04-19 at 4-34-26 PM_png.rf.Z7Y9y9X1JhCRXXTBAGnz.png,1500,806,Microplastic,691,428,716,452
Screenshot 2026-04-19 at 4-34-26 PM_png.rf.Z7Y9y9X1JhCRXXTBAGnz.png,1500,806,Microplastic,525,251,548,273
Screenshot 2026-04-19 at 4-34-26 PM_png.rf.Z7Y9y9X1JhCRXXTBAGnz.png,1500,806,Microplastic,1443,553,1469,578
Screenshot 2026-04-19 at 4-34-26 PM_png.rf.Z7Y9y9X1JhCRXXTBAGnz.png,1500,806,Microplastic,1382,544,1410,571
Screenshot 2026-04-19 at 4-34-26 PM_png.rf.Z7Y9y9X1JhCRXXTBAGnz.png,1500,806,Microplastic,1453,354,1476,375
Screenshot 2026-04-19 at 4-34-26 PM_png.rf.Z7Y9y9X1JhCRXXTBAGnz.png,1500,806,Microplastic,1120,544,1139,566
Screenshot 2026-04-19 at 4-34-26 PM_png.rf.Z7Y9y9X1JhCRXXTBAGnz.png,1500,806,Microplastic,1338,265,1383,306
Screenshot 2026-04-19 at 4-34-26 PM_png.rf.Z7Y9y9X1JhCRXXTBAGnz.png,1500,806,Microplastic,422,432,454,466
Screenshot 2026-04-19 at 4-34-26 PM_png.rf.Z7Y9y9X1JhCRXXTBAGnz.png,1500,806,Microplastic,748,452,769,473
Screenshot 2026-04-19 at 4-34-26 PM_png.rf.Z7Y9y9X1JhCRXXTBAGnz.png,1500,806,Microplastic,292,529,310,556
Screenshot 2026-04-19 at 4-34-26 PM_png.rf.Z7Y9y9X1JhCRXXTBAGnz.png,1500,806,Microplastic,1087,401,1108,420
Screenshot 2026-04-19 at 4-34-26 PM_png.rf.Z7Y9y9X1JhCRXXTBAGnz.png,1500,806,Microplastic,653,320,717,390
Screenshot 2026-04-19 at 4-34-26 PM_png.rf.Z7Y9y9X1JhCRXXTBAGnz.png,1500,806,Microplastic,64,359,84,380
Screenshot 2026-04-19 at 4-34-26 PM_png.rf.Z7Y9y9X1JhCRXXTBAGnz.png,1500,806,Microplastic,842,477,864,499
Screenshot 2026-04-19 at 4-34-26 PM_png.rf.Z7Y9y9X1JhCRXXTBAGnz.png,1500,806,Microplastic,284,595,306,624
Screenshot 2026-04-19 at 4-34-26 PM_png.rf.Z7Y9y9X1JhCRXXTBAGnz.png,1500,806,Microplastic,1029,208,1049,228
Screenshot 2026-04-19 at 4-34-26 PM_png.rf.Z7Y9y9X1JhCRXXTBAGnz.png,1500,806,Microplastic,1485,294,1500,317
Screenshot 2026-04-19 at 4-34-26 PM_png.rf.Z7Y9y9X1JhCRXXTBAGnz.png,1500,806,Microplastic,1022,65,1049,90
Screenshot 2026-04-19 at 4-34-26 PM_png.rf.Z7Y9y9X1JhCRXXTBAGnz.png,1500,806,Microplastic,38,149,60,175
Screenshot 2026-04-19 at 4-34-26 PM_png.rf.Z7Y9y9X1JhCRXXTBAGnz.png,1500,806,Microplastic,942,609,962,632
Screenshot 2026-04-19 at 4-34-26 PM_png.rf.Z7Y9y9X1JhCRXXTBAGnz.png,1500,806,Microplastic,427,20,448,44
Screenshot 2026-04-19 at 4-34-26 PM_png.rf.Z7Y9y9X1JhCRXXTBAGnz.png,1500,806,Microplastic,36,604,54,628
Screenshot 2026-04-19 at 4-34-26 PM_png.rf.Z7Y9y9X1JhCRXXTBAGnz.png,1500,806,Microplastic,1125,605,1262,714
Screenshot 2026-04-19 at 4-34-26 PM_png.rf.Z7Y9y9X1JhCRXXTBAGnz.png,1500,806,Microplastic,1,317,21,335
Screenshot 2026-04-19 at 4-34-26 PM_png.rf.Z7Y9y9X1JhCRXXTBAGnz.png,1500,806,Microplastic,1069,291,1089,311
Screenshot 2026-04-19 at 4-34-26 PM_png.rf.Z7Y9y9X1JhCRXXTBAGnz.png,1500,806,Microplastic,1471,242,1498,274
c--81-_jpg.rf.5uN89d7WAwBOrLNG7cq0.jpg,563,537,Microplastic,393,0,433,26
c--81-_jpg.rf.5uN89d7WAwBOrLNG7cq0.jpg,563,537,Microplastic,236,2,259,21
c--81-_jpg.rf.5uN89d7WAwBOrLNG7cq0.jpg,563,537,Microplastic,58,52,59,53
c--81-_jpg.rf.5uN89d7WAwBOrLNG7cq0.jpg,563,537,Microplastic,142,175,162,192
c--81-_jpg.rf.5uN89d7WAwBOrLNG7cq0.jpg,563,537,Microplastic,502,245,535,274
c--81-_jpg.rf.5uN89d7WAwBOrLNG7cq0.jpg,563,537,Microplastic,52,268,74,288
c--81-_jpg.rf.5uN89d7WAwBOrLNG7cq0.jpg,563,537,Microplastic,128,275,162,299
c--81-_jpg.rf.5uN89d7WAwBOrLNG7cq0.jpg,563,537,Microplastic,468,328,502,366
c--81-_jpg.rf.5uN89d7WAwBOrLNG7cq0.jpg,563,537,Microplastic,66,378,83,397
c--81-_jpg.rf.5uN89d7WAwBOrLNG7cq0.jpg,563,537,Microplastic,421,409,440,434
c--1-_jpg.rf.JkyPPNkj5acbU2Mb8Cn5.jpg,563,537,Microplastic,361,19,398,52
c--1-_jpg.rf.JkyPPNkj5acbU2Mb8Cn5.jpg,563,537,Microplastic,296,35,332,67
c--1-_jpg.rf.JkyPPNkj5acbU2Mb8Cn5.jpg,563,537,Microplastic,146,140,190,180
c--1-_jpg.rf.JkyPPNkj5acbU2Mb8Cn5.jpg,563,537,Microplastic,496,233,520,263
c--1-_jpg.rf.JkyPPNkj5acbU2Mb8Cn5.jpg,563,537,Microplastic,211,244,237,273
c--1-_jpg.rf.JkyPPNkj5acbU2Mb8Cn5.jpg,563,537,Microplastic,475,309,517,349
c--1-_jpg.rf.JkyPPNkj5acbU2Mb8Cn5.jpg,563,537,Microplastic,121,405,171,450
c--1-_jpg.rf.JkyPPNkj5acbU2Mb8Cn5.jpg,563,537,Microplastic,31,437,111,536
c--60-_jpg.rf.5LuxP8ivJt82wzhuTxdr.jpg,563,537,Microplastic,360,0,398,12
c--60-_jpg.rf.5LuxP8ivJt82wzhuTxdr.jpg,563,537,Microplastic,0,0,26,45
c--60-_jpg.rf.5LuxP8ivJt82wzhuTxdr.jpg,563,537,Microplastic,457,88,481,120
c--60-_jpg.rf.5LuxP8ivJt82wzhuTxdr.jpg,563,537,Microplastic,338,137,347,157
c--60-_jpg.rf.5LuxP8ivJt82wzhuTxdr.jpg,563,537,Microplastic,380,127,422,167
c--60-_jpg.rf.5LuxP8ivJt82wzhuTxdr.jpg,563,537,Microplastic,468,137,494,166
c--60-_jpg.rf.5LuxP8ivJt82wzhuTxdr.jpg,563,537,Microplastic,352,196,371,228
c--60-_jpg.rf.5LuxP8ivJt82wzhuTxdr.jpg,563,537,Microplastic,150,315,237,416
c--60-_jpg.rf.5LuxP8ivJt82wzhuTxdr.jpg,563,537,Microplastic,10,348,58,388
c--60-_jpg.rf.5LuxP8ivJt82wzhuTxdr.jpg,563,537,Microplastic,291,437,362,487
b--70-_jpg.rf.Rvg5qqeKPQz6lgqV8S11.jpg,563,537,Microplastic,320,13,356,38
b--70-_jpg.rf.Rvg5qqeKPQz6lgqV8S11.jpg,563,537,Microplastic,14,0,44,43
b--70-_jpg.rf.Rvg5qqeKPQz6lgqV8S11.jpg,563,537,Microplastic,26,0,61,28
b--70-_jpg.rf.Rvg5qqeKPQz6lgqV8S11.jpg,563,537,Microplastic,330,233,347,255
b--70-_jpg.rf.Rvg5qqeKPQz6lgqV8S11.jpg,563,537,Microplastic,332,200,352,219
b--70-_jpg.rf.Rvg5qqeKPQz6lgqV8S11.jpg,563,537,Microplastic,199,121,218,142
b--70-_jpg.rf.Rvg5qqeKPQz6lgqV8S11.jpg,563,537,Microplastic,134,312,145,330
b--70-_jpg.rf.Rvg5qqeKPQz6lgqV8S11.jpg,563,537,Microplastic,54,353,85,370
b--70-_jpg.rf.Rvg5qqeKPQz6lgqV8S11.jpg,563,537,Microplastic,369,512,396,536
b--70-_jpg.rf.Rvg5qqeKPQz6lgqV8S11.jpg,563,537,Microplastic,239,442,261,465
b--70-_jpg.rf.Rvg5qqeKPQz6lgqV8S11.jpg,563,537,Microplastic,173,468,191,490
b--70-_jpg.rf.Rvg5qqeKPQz6lgqV8S11.jpg,563,537,Microplastic,439,459,456,479
b--70-_jpg.rf.Rvg5qqeKPQz6lgqV8S11.jpg,563,537,Microplastic,484,267,504,290
d--13-_jpg.rf.6D0aacNOVXK3WMS8cB9c.jpg,563,537,Microplastic,119,0,250,60
d--13-_jpg.rf.6D0aacNOVXK3WMS8cB9c.jpg,563,537,Microplastic,317,0,470,70
d--13-_jpg.rf.6D0aacNOVXK3WMS8cB9c.jpg,563,537,Microplastic,494,284,562,409
a--3-_jpg.rf.n39CI3kPRoffysFlFd24.jpg,563,537,Microplastic,380,149,471,234
a--3-_jpg.rf.n39CI3kPRoffysFlFd24.jpg,563,537,Microplastic,178,0,266,51
a--3-_jpg.rf.n39CI3kPRoffysFlFd24.jpg,563,537,Microplastic,204,245,294,326
